LB+addr+addrpx-poxp+VAR:[0.3698362708091736, -0.6903786659240723, 0.7349777817726135, -0.9560974836349487, 0.18347537517547607, 0.4522016644477844, -0.36685991287231445, -0.20856736600399017, -0.6805598139762878, -0.06580343842506409, -0.00551876425743103, -1.1945278644561768, 0.9914604425430298, -0.8560693264007568, 0.16721707582473755, 1.4253734350204468]
ISA12:[-1.7795002460479736, 1.39156174659729, -0.5411414504051208, 1.1113317012786865, 1.6833230257034302, 0.7302026152610779, -2.1259212493896484, 0.08580155670642853, 2.331474542617798, 1.4799599647521973, 0.49451595544815063, -0.7699641585350037, -0.1172504723072052, 1.508126974105835, 0.606121301651001, -0.04792746156454086]
ISA02:[-2.1603119373321533, 0.2912188172340393, -1.0440781116485596, 0.09207012504339218, 0.1630561649799347, -0.25824955105781555, -0.47169774770736694, 0.8538962602615356, 1.1811245679855347, 0.13040737807750702, -0.5734344720840454, -0.9571455121040344, -0.6245189309120178, 0.022806990891695023, 0.09230450540781021, -1.235988974571228]
C-Will02+HEAD:[-2.28344464302063, 1.5216528177261353, -0.39968276023864746, 1.196012258529663, 2.0979955196380615, 0.999112069606781, -1.9145777225494385, 0.7975538372993469, 2.683189630508423, 1.6572388410568237, 0.297319233417511, -0.9761192202568054, -0.003342539072036743, 1.132925271987915, 0.9823750257492065, -0.6826835870742798]
OpVsHerd01:[-2.050095796585083, 0.9915106296539307, -0.45001256465911865, 1.1739962100982666, 1.3703018426895142, 0.6727461814880371, -1.91703462600708, 0.33207759261131287, 1.7327830791473389, 1.0878920555114746, 0.013041064143180847, -0.658860445022583, 0.027228713035583496, 0.4233604967594147, 0.5877580642700195, -0.8201557397842407]
LB+addr+data-wsi-rfi-data:[-0.8008760213851929, -0.3819531202316284, 1.2550156116485596, -0.6601946353912354, -0.5592705607414246, 1.6369339227676392, 0.05620085448026657, 0.09923854470252991, -1.007627010345459, 0.10748006403446198, -0.1932881772518158, -2.159813404083252, 1.1671652793884277, -1.718503713607788, 0.31764617562294006, 0.19647610187530518]
MP+rfi-ctrl+ctrl-rfi-addr:[-0.479097843170166, 0.719874382019043, -0.8048269748687744, 0.003791339695453644, -1.34046471118927, -1.2490794658660889, -0.5229981541633606, -0.03526313975453377, -0.29462364315986633, -0.7422761917114258, 0.3753165304660797, -0.665193498134613, 2.0698752403259277, 0.005557362921535969, -2.200854539871216, 1.721016526222229]
SB+pos-addr+pos-ctrlfencei:[-0.03584308922290802, 0.9908040761947632, -0.8317752480506897, -0.6179212331771851, -0.4396500587463379, -1.5683766603469849, 0.9147801995277405, 0.25500449538230896, -0.06980903446674347, -1.106763243675232, -0.3784060776233673, -0.4484478831291199, -0.38239067792892456, -0.011179829947650433, -2.618992328643799, 1.025706171989441]
R+poprl+porlp+NEW:[-4.874160289764404, 1.895674705505371, -0.33044007420539856, 2.545405149459839, 0.5471141338348389, -0.20491072535514832, -0.5852897763252258, 0.1475658118724823, 2.5205094814300537, 0.8031519651412964, -0.006164580583572388, 0.9086151719093323, 2.57077693939209, 2.1676828861236572, -1.0647634267807007, 0.6959389448165894]
MP+rfi-ctrl+addr-rfi-ctrlfencei:[-0.15428279340267181, 1.039379596710205, -0.9936885237693787, -3.1718664169311523, -1.9298713207244873, -2.5512161254882812, 1.9815815687179565, -0.6395512223243713, 0.3980296850204468, -2.8180618286132812, 0.9192835092544556, 0.7523239850997925, 1.6037873029708862, -0.9137366414070129, -4.7324137687683105, 3.032683849334717]
MP+fence.rw.w+fence.w.w:[-0.22196513414382935, -0.2557133436203003, -0.3055182099342346, 1.322076439857483, -0.8771926164627075, 0.3464029133319855, -0.060835812240839005, 1.3160693645477295, -0.29442068934440613, 0.784650981426239, -0.9398552179336548, 0.9440733194351196, 1.282128930091858, -2.078911781311035, 1.1685028076171875, 1.0049151182174683]
R+rfi-data+rfi-ctrl-rfi:[-0.8549892902374268, 0.03793264552950859, 0.21413493156433105, 0.06997059285640717, -0.5440860986709595, -0.5692954063415527, -0.46479883790016174, -0.6395678520202637, -0.5951115489006042, 0.5717402100563049, 0.30091333389282227, -0.8786265254020691, -0.03497634828090668, 0.5966742038726807, 1.065209984779358, 0.2550397515296936]
S+rfi-addr+addr:[-1.5098966360092163, -1.1973481178283691, 0.727946937084198, -1.8898227214813232, 0.23485159873962402, 0.20882782340049744, 0.22892779111862183, -0.5461009740829468, -0.01261211559176445, -1.2924516201019287, 1.5083876848220825, -3.164081335067749, -0.29169535636901855, -0.7703558206558228, -0.027694247663021088, 0.07237155735492706]
R+po+fence.rw.rw:[-0.9984767436981201, -0.1341024786233902, 0.15465979278087616, -0.9110301733016968, 1.4535958766937256, -1.2640471458435059, -0.40856966376304626, 1.141635537147522, 0.5338953733444214, -1.3059121370315552, 1.271713376045227, -2.5578320026397705, -0.568600058555603, -0.280612587928772, 0.1961050033569336, -0.4559241235256195]
LB:[0.20734380185604095, -0.5945004224777222, -0.11534824967384338, 1.2841696739196777, 0.48683542013168335, 0.45017439126968384, -0.9630447030067444, 0.08589835464954376, -0.4210890829563141, 1.087536334991455, -0.7062362432479858, -0.2722381353378296, 0.8617509603500366, -1.2457313537597656, 2.500807046890259, -0.007489347830414772]
S+rfi-ctrl+ctrlfencei-rfi-data:[-0.38838136196136475, -0.2907826900482178, -0.42215538024902344, -0.4633163511753082, -0.13896405696868896, -0.305239200592041, -0.8205455541610718, -1.2961143255233765, 3.186054527759552e-05, -0.09661553800106049, 1.4235560894012451, -2.027146816253662, 0.37863585352897644, 0.9013514518737793, 0.7384853363037109, -0.1317109912633896]
LB+fence.r.rw+po:[0.628275454044342, 0.30006086826324463, 0.41828596591949463, 0.9644060134887695, -0.2877581715583801, 0.06375501304864883, -0.21571822464466095, 0.6034797430038452, -0.49320971965789795, 0.7974032759666443, -0.8135604858398438, 0.4251846671104431, 1.224705696105957, -1.6414493322372437, 1.5635565519332886, 0.7661280035972595]
S+rfi-ctrlfencei+fence.r.rw:[-2.131380319595337, -0.2117980420589447, 0.7304837703704834, -2.474008083343506, 0.7682942152023315, -1.4169596433639526, 1.6420658826828003, 1.4167758226394653, 1.171281337738037, -1.5092920064926147, 2.3606057167053223, -5.0702080726623535, 0.42327582836151123, 1.4844293594360352, 0.08723395317792892, -0.2011476457118988]
ISA09:[-1.1016613245010376, -1.5150184631347656, -1.4336682558059692, 1.6328271627426147, 0.8153128027915955, 0.3819284439086914, -0.7303723692893982, 0.4876008927822113, -0.31760743260383606, 1.597009301185608, -0.7771123647689819, -1.611748456954956, 0.6061543226242065, -0.21395206451416016, 2.28383731842041, -1.8546754121780396]
